"danish","swedish","pos","example_da","example_sv","note","deck","cefr","tags","accepted","audio","audio_example","rank"
"bolsje","godis (karamell)","noun","","","","praksis-slang-talesprog-b2","b2","","","","","32838"
"falde","falla (ramla)","verb","Man kan nemt falde på det glatte gulv.","Man kan lätt ramla på det hala golvet.","","praksis-verber-bevaegelse-b1","b1","","","","","1199"
"brokke sig","gnälla","verb","","","","praksis-verber-kommunikation-b2","b2","","klynke","","",""
"undre sig","undra (förundras)","verb","","","","praksis-verber-taenkning-b2","b2","","","","",""
"længes","längta","verb","","","","praksis-verber-foelelser-b1","b1","","","","","5998"
"gnubbe","gnida","verb","","","","praksis-verber-sansning-b2","b2","","","","","25357"
"folde","vika","verb","","","","praksis-verber-haandtering-b1","b1","","lægge sammen","","","18270"
"udløse","utlösa","verb","","","","praksis-verber-forandring-b2","b2","","","","","9280"
"indlevere","lämna in","verb","","","","praksis-verber-arbejde-b2","b2","","aflevere","","","43497"
"vande blomster","vattna blommor","verb","","","","praksis-verber-husarbejde-b1","b1","","","","",""
"banke","banka (köttet)","verb","","","","praksis-verber-madlavning-b2","b2","","","","","2602"
"række tunge","räcka ut tungan","phrase","","","","praksis-verber-krop-b2","b2","","","","",""
"forhandle","förhandla","verb","","","","praksis-verber-social-b2","b2","","","","","3349"
"true ad","hota åt (med näven)","verb","","","","praksis-verber-konflikt-b2","b2","","","","",""
"forløbe","förlöpa, fortgå","verb","","","","praksis-verber-tid-b2","b2","","","","","35204"
"spendere","bjuda på (lägga ut)","verb","","","","praksis-verber-penge-b2","b2","falsk-ven","","","","38203"
"regne","räkna","verb","","","","praksis-verber-laering-b1","b1","","tælle","audio/da-16635876f0797d.mp3","","1701"
"færdes","röra sig (i trafiken)","verb","","","","praksis-verber-rejse-b2","b2","","","","","11751"
"fyge","yra (snödriva)","verb","","","","praksis-verber-natur-b2","b2","","","","",""
"berettige","berättiga","verb","","","","praksis-verber-abstrakt-b2","b2","","","","",""
"lodde","löda","verb","","","","praksis-verber-byggeri-b2","b2","","","","",""
"hugge","sätta sig på huk (hugge sig ned)","verb","","","","praksis-verber-bevaegelse2-b2","b2","","","","","7383"
"grådig","girig (glupsk)","adj","","","","praksis-adjektiver-personlighed-b2","b2","","grisk|gerrig","","","9293"
"brunøjet","brunögd","adj","","","","praksis-adjektiver-udseende-b2","b2","","","","",""
"håbefuld","hoppfull","adj","","","","praksis-adjektiver-foelelser-b2","b2","","","","","34352"
"vidtrækkende","vittgående (långtgående)","adj","","","","praksis-adjektiver-stoerrelse-b2","b2","","","","",""
"genial","genial (genialisk)","adj","","","","praksis-adjektiver-kvalitet-b2","b2","","","","","4430"
"frostklar","frostklar, kall och klar","adj","","","","praksis-adjektiver-temperatur-b2","b2","","","","",""
"blomstret","blommig","adj","","","","praksis-adjektiver-farver-b2","b2","","","","","34874"
"glinsende","glänsande (blank)","adj","","","","praksis-adjektiver-form-b2","b2","","","","","41660"
"hyppig","ofta förekommande","adj","","","","praksis-adjektiver-tid-b2","b2","","","","",""
"anstrengende","ansträngande","adj","","","","praksis-adjektiver-svaerhed-b2","b2","","","","","15195"
"snublende","snubblande","adj","","","","praksis-adjektiver-fart-b2","b2","","","","",""
"røget","rökt","adj","","","","praksis-adjektiver-smag-b1","b1","","","","","3816"
"defekt","defekt, trasig","adj","","","","praksis-adjektiver-tilstand-b2","b2","","","","","10069"
"beskeden","blygsam (anspråkslös)","adj","","","","praksis-adjektiver-social-b2","b2","","","","","2883"
"rugbrød","rågbröd","noun","","","","praksis-mad-grund-b1","b1","","","","","35529"
"ært","ärta","noun","","","","praksis-mad-frugt-groent-b1","b1","","","","","41432"
"sild","sill","noun","","","","praksis-mad-koed-fisk-b1","b1","","","","","5633"
"skorpe","skorpa (brödkant)","noun","","","","praksis-mad-bagvaerk-b2","b2","","","","","23265"
"letmælk","mellanmjölk","noun","","","","praksis-drikke-b2","b2","","","","",""
"krus","mugg","noun","","","","praksis-koekken-redskaber-b1","b1","","","","","10686"
"hegn","staket","noun","","","","praksis-hus-rum-b2","b2","","","","","7062"
"klud","trasa","noun","","","","praksis-husholdning-ting-b1","b1","","","","","12397"
"fejebakke","sopskyffel","noun","","","","praksis-rengoering-b2","b2","","","","",""
"sok","socka (kort strumpa)","noun","","","","praksis-toej-b1","b1","","","","","14066"
"knytnæve","knytnäve","noun","","","","praksis-krop-ydre-b2","b2","","","","","16080"
"kredsløb","blodomlopp","noun","","","","praksis-krop-indre-b2","b2","","","","","5168"
"kvæstelse","kroppsskada","noun","","","","praksis-sundhed-sygdom-b2","b2","","","","","44532"
"svigerforældre","svärföräldrar","noun","","","","praksis-familie-b1","b1","","","","","33768"
"stole på","lita på","verb","","","","praksis-relationer-b2","b2","","","","",""
"forskrækkelse","förskräckelse","noun","","","","praksis-foelelser-navne-b2","b2","","","","","29658"
"klogskab","klokhet","noun","","","","praksis-personlighed-navne-b1","b1","","","","","28379"
"udbetaling","utbetalning","noun","","","","praksis-arbejde-kontor-b2","b2","","","","","17586"
"brandmand","brandman","noun","","","","praksis-erhverv-jobs-b1","b1","","","","","9107"
"kundskab","kunskap","noun","","","","praksis-skole-uddannelse-b2","b2","","viden","","","26793"
"lægevidenskab","medicin (läkarvetenskap)","noun","","","","praksis-universitet-fag-b2","b2","","","","",""
"erhverv","näringsliv (yrke)","noun","","","","praksis-penge-oekonomi-b2","b2","","","","","11591"
"levering","leverans","noun","","","","praksis-indkoeb-butik-b2","b2","","","","","7992"
"vejkryds","vägkorsning","noun","","","","praksis-transport-koeretoejer-b2","b2","","","","","34702"
"hastighedsgrænse","hastighetsgräns","noun","","","","praksis-trafik-vej-b2","b2","","fartgrænse","","",""
"rundvisning","rundtur (guidad visning)","noun","","","","praksis-rejse-turisme-b2","b2","","","","","10138"
"forestilling","föreställning","noun","","","","praksis-ferie-fritid-b2","b2","","","","","5061"
"hede","hed","noun","","","","praksis-natur-landskab-b2","b2","","","","","9989"
"nedbør","nederbörd","noun","","","","praksis-vejr-klima-b2","b2","","","","",""
"hø","hö","noun","","","","praksis-dyr-husdyr-b1","b1","","","","","13885"
"hugorm","huggorm","noun","","","","praksis-dyr-vilde-b2","b2","","","","","41812"
"guldsmed","trollslända","noun","","","","praksis-fugle-insekter-b2","b2","falsk-ven","","","","30751"
"potte","kruka (blomkruka)","noun","","","","praksis-planter-have-b1","b1","","krukke","","","22608"
"vejbump","farthinder","noun","","","","praksis-infrastruktur-b2","b2","","","","",""
"sende","skicka","verb","Kan du sende mig billederne fra festen?","Kan du skicka bilderna från festen till mig?","","praksis-teknologi-computer-b1","b1","","","","","752"
"lyd","ljud","noun","","","","praksis-internet-medier-b1","b1","","","","","1613"
"hørerør","telefonlur (lur)","noun","","","","praksis-telefon-komm-b2","b2","","telefonrør","","",""
"offentliggøre","offentliggöra","verb","","","","praksis-nyheder-aviser-b2","b2","","","","","12301"
"varighed","varaktighet (längd)","noun","","","","praksis-tid-kalender-b2","b2","","","","","34228"
"forsvare","försvara","verb","","","","praksis-sport-motion-b1","b1","","","","","2121"
"hørelse","hörsel","noun","","","","praksis-musik-instrumenter-b2","b2","","","","","13994"
"forestille","föreställa","verb","Jeg kan ikke forestille mig et liv uden kaffe.","Jag kan inte föreställa mig ett liv utan kaffe.","","praksis-kunst-kultur-b1","b1","","","","","1345"
"slutning","slut (avslutning)","noun","","","","praksis-film-teater-b1","b1","","","","","5189"
"stykke","pjäs (stycke)","noun","Vi så et rigtig godt stykke i teatret.","Vi såg en riktigt bra pjäs på teatern.","","praksis-boeger-litteratur-b2","b2","","","","","631"
"røveri","rån","noun","","","","praksis-lov-kriminalitet-b1","b1","","","","","2959"
"flygtning","flykting","noun","","","","praksis-politik-samfund-b1","b1","","","","","9143"
"indfødsret","medborgarskap (genom födsel)","noun","","","","praksis-stat-forvaltning-b2","b2","","","","",""
"antagelse","antagande","noun","","","","praksis-videnskab-forskning-b2","b2","","","","","16928"
"række","rad (talföljd/serie)","noun","","","","praksis-matematik-tal-b1","b1","","","","","1720"
"velsignelse","välsignelse","noun","","","","praksis-religion-tro-b2","b2","","","","","4678"
"vilkår","villkor","noun","","","","praksis-abstrakte-begreber-b2","b2","","","","","6496"
"sod","sot","noun","","","","praksis-materialer-stoffer-b2","b2","","","","","15801"
"fastgøre","fästa","verb","","","","praksis-vaerktoej-diy-b2","b2","","","","","38327"
"le","lie (slåtterredskap)","noun","","","","praksis-landbrug-b2","b2","falsk-ven","høle","","","3204"
"tomme","tum","noun","","","","praksis-maal-vaegt-b2","b2","","","","","2950"
"bagest","längst bak","adv","","","","praksis-retninger-placering-b2","b2","","","","","14929"
"længe","länge","adv","Hvor længe har du boet i Danmark?","Hur länge har du bott i Danmark?","","praksis-adverbier-tid-b1","b1","","","","","216"
"smukt","vackert","adv","Hun synger virkelig smukt, synes du ikke?","Hon sjunger verkligen vackert, tycker du inte?","","praksis-adverbier-maade-b1","b1","","","","","842"
"vist","nog, väl (förmodligen)","adv","Det bliver vist regnvejr i morgen.","Det blir visst regn i morgon.","","praksis-adverbier-grad-b2","b2","","","","","251"
"hernede","härnere","adv","","","","praksis-adverbier-sted-b1","b1","","","","","1758"
"bagved","bakom","other","","","","praksis-forholdsord-b1","b1","","","","","1937"
"således","sålunda (på så vis)","adv","","","","praksis-bindeord-diskurs-b2","b2","","","","","4661"
"begge","båda","other","Mine forældre er begge gået på pension.","Mina föräldrar har båda gått i pension.","","praksis-spoergeord-pron-b1","b1","","","","","318"
"jo da","jo visst","phrase","","","","praksis-smaaord-fyldord-b1","b1","","","","",""
"krydse armene","korsa armarna","phrase","","","","praksis-kropssprog-b2","b2","","","","",""
"hyle","yla (tjuta)","verb","","","","praksis-lyde-stoej-b2","b2","","","","","15644"
"hug","huk (hukande)","noun","","","","praksis-positioner-b2","b2","","","","","7538"
"vækst","tillväxt (växt)","noun","","","","praksis-videnskab-b1","b1","","","","","10216"
"løsladelse","frigivning","noun","","","","praksis-lov-b2","b2","","","","","12384"
"tilslutning","anslutning, stöd","noun","","","","praksis-politik-b2","b2","","","","","44032"
"helsetjek","hälsokontroll","noun","","","","praksis-sundhed-b2","b2","","","","",""
"udsagn","påstående (uttalande)","noun","","","","praksis-kommunikation-b2","b2","","påstand","","","8996"
"tilmelding","anmälan (inskrivning)","noun","","","","praksis-uddannelse-b2","b2","","","","","41044"
"forgænger","företrädare (föregångare)","noun","","","","praksis-historie-b2","b2","","","","","17723"
"tern","tärning (tärnad)","noun","","","","praksis-foedevarer-b2","b2","","terning","","",""
"vicevært","fastighetsskötare","noun","","","","praksis-bolig-b2","b2","","","","","17733"
"spilde","slösa (spilla)","verb","","","","praksis-miljoe-b1","b1","","","","","2335"
"terning","tärning","noun","","","","praksis-fritid-b1","b1","","","","","22796"
"læsket kalk","släckt kalk","phrase","","","","praksis-murer-b2","b2","","","","",""
"kontraventil","backventil","noun","","","","praksis-vvs-blik-b2","b2","","","","",""
"strømførende","strömförande/spänningssatt","adj","","","","praksis-elektriker-b2","b2","","","","","41772"
"fortynde","förtunna","verb","","","","praksis-maler-dekoration-b2","b2","","","","",""
"støddæmper","stötdämpare","noun","","","","praksis-mekaniker-b2","b2","","","","",""
"rust","rost","noun","","","","praksis-smed-metal-b1","b1","","","","","13253"
"kantbånd","snedslå/kantband","noun","","","","praksis-syning-skraedder-b2","b2","","","","",""
"spaltede ender","kluvna toppar","noun","","","","praksis-frisoer-b2","b2","","","","",""
"enårig","ettårig (annuell)","adj","","","","praksis-gartner-detalje-b2","b2","","","","",""
"piskefløde","vispgrädde (ovispad)","noun","","","","praksis-bager-konditor-b1","b1","","","","",""
"kallun","komage/våm","noun","","","","praksis-slagter-b2","b2","","","","",""
"mede","meta","verb","","","","praksis-fisker-b2","b2","","","","",""
"skår","sträng (avslaget gräs)","noun","","","","praksis-landmand-detalje-b2","b2","","","","","13358"
"allehånde","kryddpeppar","noun","","","","praksis-krydderier-b2","b2","","","","",""
"honningsvamp","honungsskivling","noun","","","","praksis-svampe-b2","b2","","","","",""
"olden","ollon","noun","","","","praksis-noedder-froe-b2","b2","","","","",""
"smørklat","smörklick","noun","","","","praksis-mejeri-detalje-b2","b2","","","","",""
"kødpålæg","köttpålägg","noun","","","","praksis-paalaeg-b2","b2","","","","",""
"mørdej","mördeg","noun","","","","praksis-kager-desserter-b2","b2","","","","",""
"blende","mixa (med stavmixer)","verb","","","","praksis-supper-gryder-b2","b2","","","","",""
"tyttebærsovs","lingonsås","noun","","","","praksis-saucer-dressing-b2","b2","","","","",""
"tørret","torkad","adj","","","","praksis-konserves-holdbar-b1","b1","","","","","8583"
"gråel","gråal","noun","","","","praksis-traeer-arter-b2","b2","","","","",""
"snerle","vinda (växt)","noun","","","","praksis-blomster-arter-b2","b2","","","","",""
"stenbider","sjurygg (stenbit)","noun","","","","praksis-fisk-arter-b2","b2","","","","",""
"klædemøl","klädmal","noun","","","","praksis-insekter-arter-b2","b2","","","","",""
"ryle","snäppa","noun","","","","praksis-fugle-arter-b2","b2","","","","",""
"højtryk","högtryck","noun","","","","praksis-vejrfaenomener-b2","b2","","","","","33540"
"aflejring","avlagring (sediment)","noun","","","","praksis-geologi-mineraler-b2","b2","","","","",""
"vandstand","vattenstånd (vattennivå)","noun","","","","praksis-vand-hav-b2","b2","","","","",""
"rumfartøj","rymdfarkost","noun","","","","praksis-astronomi-himmel-b2","b2","","","","","36580"
"benbygning","benstomme (kroppsbyggnad)","noun","","","","praksis-skelet-knogler-b2","b2","","","","",""
"forstoppelse","förstoppning","noun","","","","praksis-sygdomme-konkrete-b2","b2","","","","","20959"
"gipsbandage","gipsförband","noun","","","","praksis-hospital-afdeling-b2","b2","","","","",""
"protese","protes","noun","","","","praksis-tandlaege-b2","b2","","","","","30811"
"komme sig","återhämta sig","phrase","","","","praksis-mental-sundhed-b2","b2","","","","",""
"presse","krysta","verb","","","","praksis-graviditet-foedsel-b2","b2","falsk-ven","","","","2775"
"snitsår","skärsår","noun","","","","praksis-foerstehjaelp-b2","b2","","","","","21375"
"vandstråle","vattenstråle","noun","","","","praksis-badevaerelse-b2","b2","","","","",""
"ørepropper","öronproppar","noun","","","","praksis-sovevaerelse-b2","b2","","","","","24017"
"vandtønde","regnvattentunna","noun","","","","praksis-have-redskaber-b2","b2","","","","",""
"standerlampe","golvlampa","noun","","","","praksis-belysning-b2","b2","","","","",""
"gulvtæppe","heltäckningsmatta","noun","","","","praksis-gulv-vaeg-loft-b2","b2","","","","","35203"
"glughul","litet fönster/glugg","noun","","","","praksis-vinduer-doere-b2","b2","","","","",""
"blæser","fläkt","noun","","","","praksis-opvarmning-b2","b2","","ventilator","","","3382"
"opvaskebalje","diskbalja","noun","","","","praksis-opbevaring-b2","b2","","","","",""
"udstødningsrør","avgasrör","noun","","","","praksis-bilens-dele-b2","b2","","","","","44555"
"bagskærm","bakre stänkskärm","noun","","","","praksis-cykel-dele-b2","b2","","","","",""
